,PID,SPI,PDS,PID_kmeans
5017,JE-CRC301-LIC-030019,C301PT   010365,,2
5018,JE-CRC301-TI-173010B,C301PI   010365,,2
5019,JE-CRC301-HS-180009B,C301PT   010366,,2
5020,JE-CRC301-FO-177129,C301PI   010366,,2
5021,JE-CRC301-VE-020001G1,C301PT   010367,,2
5022,JE-CRC301-PI-020121,C301PI   010367,,7
5023,JE-CRC301-TE-050015,C301PT   010368,,1
5024,JE-CRC301-HV-060005,C301PI   010368,,2
5025,JE-CRC301-HV-040207,C301PT   010369,,2
5026,JE-CRC301-EV-400002,C301PI   010369,,2
5027,JE-CRC301-TT-040047,C301PT   010370,,5
5028,JE-CRC301-LT-150023,C301PI   010370,,2
5029,JE-CRC301-PT-180021C,C301PT   010393,,3
5030,JE-CRC301-LT-130015B,C301PI   010393,,2
5031,JE-CRC301-LG-110003,C301FO   190041,,2
5032,JE-CRC301-TT-110029B,C301PT   010394,,5
5033,JE-CRC301-PSV-030182,C301PI   010394,,4
5034,JE-CRC301-TT-172022,C301PT   010395,,5
5035,JE-CRC301-TE-030150,C301LT   190010A,,1
5036,JE-CRC301-XV-030035,C301LIC  190010A,,2
5037,JE-CRC301-UZ-08015,C301LV   190010,,2
5038,JE-CRC301-LT-060005A,C301LT   190010B,,2
5039,CRC301-TE-030175,C301LHS  190010,,1
5040,JE-CRC301-PDI-030125,C301PI   010395,,2
5041,JE-CRC301-TE-080113,C301PT   010396,,1
5042,JE-CRC301-UZ-06006,C301PI   010396,,2
5043,JE-CRC301-PT-110027,C301FO   190042,,3
5044,JE-CRC301-FY-400031,C301FE   010303,,2
5045,JE-CRC301-TT-200008,C301PDG  140016,,5
5046,JE-CRC301-AI-090012B,C301PT   010371,,2
5047,JE-CRC301-FT-020001,C301FT   010303,,2
5048,JE-CRC301-TG-177008,C301PI   010371,,2
5049,JE-CRC301-LG-120010,C301FIC  010303,,2
5050,JE-CRC301-PT-140050,C301PT   010372,,3
5051,JE-CRC301-TE-180503A,C301FV   010303,,1
5052,JE-CRC301-TT-120004AC,C301PI   010372,,5
5053,JE-CRC301-FE-080002,C301PT   010373,,6
5054,JE-CRC301-FT-400080,C301PI   010373,,2
5055,JE-CRC301-TG-090025,C301PT   010374,,2
5056,JE-CRC301-TE-400082,C301PI   010374,,1
5057,JE-CRC301-PDI-020161,C301PT   010375,,2
5058,JE-CRC301-TE-030147,C301PDG  140020,,1
5059,JE-CRC301-LG-030065B,C301LV   190006,,2
5060,JE-CRC301-LDHS-171003,C301LT   190006B,,2
5061,JE-CRC301-XZSC-150013,C301LHS  190006,,2
5062,CRC301-TT-030171,C301LT   190006A,,5
5063,JE-CRC301-XZSC-140006,C301LIC  190006,,2
5064,JE-CRC301-AT-110001,C301PI   010375,,2
5065,JE-CRC301-TI-110026A,C301PT   010376,,2
5066,JE-CRC301-TE-160045,C301PI   010376,,1
5067,CRC301-FO-190002,C301PT   010377,,2
5068,JE-CRC301-EV-173010,C301PDG  140022,,2
5069,JE-CRC301-TI-050026,C301PI   010377,,2
5070,JE-CRC301-AE-120014,C301PT   010378,,2
5071,JE-CRC301-PDI-030081,C301PI   010378,,2
5072,JE-CRC301-AE-020004,C301PT   010379,,2
5073,JE-CRC301-PT-090006,C301PDG  140024,,3
5074,JE-CRC301-PI-400306,C301PI   010379,,7
5075,JE-CRC301-PI-200063,C301FO   190040,,7
5076,JE-CRC301-FT-120027,C301PT   010380,,2
5077,JE-CRC301-PT-030504A,C301PI   010380,,3
5078,JE-CRC301-PT-400030,C301PG   190089,,3
5079,JE-CRC301-PT-080032B,C301PDG  140027,,3
5080,JE-CRC301-TIC-080162,C301LG   190011,,2
5081,JE-CRC301-FIC-090010,C301PDG  140029,,2
5082,JE-CRC301-PSV-030090,C301TG   190039,,4
5083,JE-CRC301-TI-200653,C301LG   190031,,2
5084,JE-CRC301-TT-130109,C301LG   190012,,5
5085,JE-CRC301-PSV-110014A,C301LG   190009,,4
5086,JE-CRC301-LIC-020007A,C301LG   190007,,2
5087,JE-CRC301-TT-160643,C301TW   190038,,5
5088,JE-CRC301-LT-173010B,C301TE   190038,,2
5089,JE-CRC301-M-080006A,C301TI   190038,,2
5090,JE-CRC301-HV-130004,C301TT   190038,,2
5091,JE-CRC301-FV-050013,C301PDT  190100,,2
5092,JE-CRC301-FI-170016,C301PDI  190100,,2
5093,JE-CRC301-VT-020001D3,C301PDT  190101,,2
5094,JE-CRC301-FO-190045,C301PDI  190101,,2
5095,JE-CRC301-LI-170019,C301PDT  190087,,2
5096,JE-CRC301-FIC-030031,C301PDI  190087,,2
5097,JE-CRC301-XV-140016,C301PG   140021,,2
5098,JE-CRC301-XV-160024,C301PDT  190102,,2
5099,JE-CRC301-FFI-130004,C301PDI  190102,,2
5100,JE-CRC301-LHS-130015,C301PI   190088,,2
5101,JE-CRC301-HS-130013,C301PG   140025,,2
5102,JE-CRC301-FE-150032,C301PDT  190027,,6
5103,JE-CRC301-AI-190029D,C301PDI  190027,,2
5104,JE-CRC301-PSV-020065,C301PG   140030,,4
5105,JE-CRC301-LT-030059,C301TW   190037,,2
5106,JE-CRC301-EZSC-090004,C301TE   190037,,2
5107,JE-CRC301-TI-190062,C301TI   190037,,2
5108,JE-CRC301-TE-190018,C301TT   190037,,1
5109,JE-CRC301-PT-400031,C301TI   140023,,3
5110,JE-CRC301-FO-120043,C301TW   140023,,2
5111,JE-CRC301-FZI-090654,C301TE   140023,,2
5112,JE-CRC301-TY-030029,C301TT   140023,,2
5113,JE-CRC301-FIF-171006,C301FV   190012,,2
5114,JE-CRC301-FI-030048,C301FE   190012,,2
5115,JE-CRC301-LG-190011,C301FIC  190012,,2
5116,JE-CRC301-EV-190029,C301FT   190012,,2
5117,JE-CRC301-T-177014,C301LT   190004A,,2
5118,JE-CRC301-PI-030072,C301LIC  190004,,7
5119,JE-CRC301-TT-030077,C301LT   190004B,,5
5120,JE-CRC301-TE-040069,C301LHS  190004,,1
5121,CRC301-PT-090009B,C301PT   010381,,3
5122,JE-CRC301-FE-080023,C301PI   010381,,6
5123,JE-CRC301-FV-090004,C301PT   010382,,2
5124,JE-CRC301-TT-030061A,C301PI   010382,,5
5125,JE-CRC301-TT-120004BC,C301PT   010383,,5
5126,JE-CRC301-HV-110001,C301HS   010108,,2
5127,JE-CRC301-EV-190030,C301PI   010383,,2
5128,JE-CRC301-TT-190074A,C301PT   010384,,5
5129,JE-CRC301-TE-172033,C301PI   010384,,1
5130,JE-CRC301-TE-030086,C301PT   010385,,1
5131,JE-CRC301-VT-160002C,C301XL   010116,,2
5132,JE-CRC301-FT-130019,C301PI   010385,,2
5133,JE-CRC301-TI-080059A,C301PT   010386,,2
5134,JE-CRC301-LT-179011,C301PI   010386,,2
5135,JE-CRC301-TG-173002,C301PT   010387,,2
5136,JE-CRC301-TE-172023,C301PI   010387,,1
5137,JE-CRC301-TI-080164,C301PT   010388,,2
5138,JE-CRC301-PIC-150088,C301XL   010117,,2
5139,JE-CRC301-TE-172027,C301PI   010388,,1
5140,JE-CRC301-LT-060015A,C301PT   010389,,2
5141,JE-CRC301-TI-110030A,C301PI   010389,,2
5142,JE-CRC301-FV-150008,C301PT   010390,,2
5143,JE-CRC301-LG-160027,C301PI   010390,,2
5144,JE-CRC301-TG-150011,C301XA   010116,,2
5145,JE-CRC301-PT-090041A,C301PT   010302,,3
5146,JE-CRC301-TY-130001,C301PIC  010302A,,2
5147,JE-CRC301-HS-190006,C301PT   010301A,,2
5148,JE-CRC301-TE-070026C,C301PT   010301B,,1
5149,JE-CRC301-TE-020052,C301PT   010301C,,1
5150,JE-CRC301-AT-020012,C301PALL 010301,,2
5151,JE-CRC301-FT-200006,C301PI   010301A,,2
5152,JE-CRC301-FI-080018,C301PI   010301B,,2
5153,JE-CRC301-XZSO-140010B,C301TG   190036,,2
5154,JE-CRC301-MII-160001B,C301PI   010301C,,2
5155,JE-CRC301-TV-040018,C301PT   010332,,2
5156,JE-CRC301-LV-160005,C301PSV  190086,,2
5157,JE-CRC301-LI-150022A,C301TE   140025,,2
5158,JE-CRC301-PSV-060011B,C301TT   140025,,4
5159,JE-CRC301-AIC-130033A,C301TIC  140025,,2
5160,JE-CRC301-PSV-090086,C301TW   140025,,4
5161,JE-CRC301-TE-172048,C301TV   140025,,1
5162,JE-CRC301-LHS-160001,C301PI   010332,,2
5163,JE-CRC301-TI-110082A,C301PT   010334,,2
5164,JE-CRC301-TT-030066B,C301PI   010334,,5
5165,JE-CRC301-TI-030505A,C301FO   190038,,2
5166,JE-CRC301-TG-080067,C301XA   010117,,2
5167,JE-CRC301-FE-110019,C301XA   010118,,6
5168,JE-CRC301-TI-030043,C301FO   190037,,2
5169,JE-CRC301-FE-030024,C301TI   140021,,6
5170,JE-CRC301-TE-080150,C301TW   140021,,1
5171,JE-CRC301-MII-179011B,C301TE   140021,,2
5172,JE-CRC301-PT-150046,C301TT   140021,,3
5173,JE-CRC301-FQI-400077,C301PG   190085,,2
5174,JE-CRC301-XZLC-150014,C301FE   190009,,2
5175,JE-CRC301-PSV-090097B,C301FT   190009,,4
5176,JE-CRC301-LG-130002,C301FIC  190009,,2
5177,JE-CRC301-FT-400079,C301FV   190009,,2
5178,JE-CRC301-FO-200015,C301FY   190009,,2
5179,JE-CRC301-PV-170031B,C301TI   140022,,2
5180,JE-CRC301-LIC-080056,C301TW   140022,,2
5181,JE-CRC301-TT-110024A,C301TE   140022,,5
5182,JE-CRC301-LG-190009,C301TT   140022,,2
5183,JE-CRC301-TE-180653A,C301TG   190035,,1
5184,JE-CRC301-PI-060036A,C301LG   190005,,7
5185,JE-CRC301-TI-200061,C301TW   190034,,2
5186,JE-CRC301-FE-040004,C301TE   190034,,6
5187,JE-CRC301-UV-040500,C301TI   190034,,2
5188,JE-CRC301-FQI-172016,C301TT   190034,,2
5189,JE-CRC301-FE-130009,C301TW   190012,,6
5190,JE-CRC301-TT-173001AC,C301TE   190012,,5
5191,JE-CRC301-EV-400048,C301TT   190012,,2
5192,JE-CRC301-TT-040074,C301TI   190012,,5
5193,JE-CRC301-FIC-030063,C301PT   010329A,,2
5194,JE-CRC301-PSV-210010A,C301FO   190039,,4
5195,JE-CRC301-PSV-200036A,C301PT   010329B,,4
5196,JE-CRC301-TE-150052,C301PT   010329C,,1
5197,JE-CRC301-TI-130081A,C301PAHH 010329,,2
5198,JE-CRC301-TE-172045B,C301PI   010329A,,1
5199,JE-CRC301-FE-030084,C301PI   010329B,,6
5200,JE-CRC301-TI-020040,C301PI   010329C,,2
5201,JE-CRC301-PT-110503B,C301PI   010329,,3
5202,JE-CRC301-TT-200059,C301PT   010342A,,5
5203,JE-CRC301-TI-040051,C301PT   010342B,,2
5204,JE-CRC301-VI-020001F2,C301TI   140024,,2
5205,JE-CRC301-PG-030150,C301TW   140024,,2
5206,JE-CRC301-PI-180006A,C301TE   140024,,7
5207,JE-CRC301-FO-070013,C301TT   140024,,2
5208,JE-CRC301-TE-190074B,C301PT   010342C,,1
5209,JE-CRC301-XV-190009,C301PDALL010343,,2
5210,JE-CRC301-TE-080055,C301PI   010342A,,1
5211,JE-CRC301-TT-090050,C301PI   010342B,,5
5212,JE-CRC301-TI-030003,C301PI   010342C,,2
5213,JE-CRC301-FO-173026,C301HS   010115,,2
5214,JE-CRC301-TY-120034,C301TI   140026,,2
5215,JE-CRC301-PG-179035,C301TW   140026,,2
5216,JE-CRC301-LG-150029B,C301TE   140026,,2
5217,JE-CRC301-FIC-080009,C301PI   010342,,2
5218,JE-CRC301-LT-080032B,C301TT   140026,,2
5219,JE-CRC301-FI-020052,C301TW   190010,,2
5220,JE-CRC301-PDI-120084,C301TE   190010,,2
5221,JE-CRC301-TE-130114,C301TT   190010,,1
5222,JE-CRC301-TI-190027,C301TDIC 190010,,2
5223,JE-CRC301-PVV-210007,C301TDV  190010B,,2
5224,JE-CRC301-PG-080177,C301TY   190010,,2
5225,JE-CRC301-XZLO-050011A,C301PT   010309,,2
5226,JE-CRC301-LIC-080751,C301PI   010309,,2
5227,JE-CRC301-LI-210003,C301TI   140027,,2
5228,JE-CRC301-LT-050021A,C301TW   140027,,2
5229,JE-CRC301-TT-130088B,C301TE   140027,,5
5230,JE-CRC301-VE-160002C1,C301TT   140027,,2
5231,JE-CRC301-TV-030116D,C301HL   010115,,2
5232,JE-CRC301-LT-050001A,C301PT   010358,,2
5233,JE-CRC301-PI-090656B,C301HA   010115,,7
5234,JE-CRC301-PSV-172008F,C301TI   190010,,4
5235,JE-CRC301-XZLO-030025,C301PIC  010358,,2
5236,JE-CRC301-PT-030010B,C301PT   010307,,3
5237,JE-CRC301-LHS-040015,C301HS   010116,,2
5238,JE-CRC301-AI-130003C,C301PI   010307,,2
5239,JE-CRC301-PG-080036,C301HL   010116,,2
5240,JE-CRC301-PSV-030001H,C301PT   010346A,,4
5241,JE-CRC301-PSV-080139A,C301HA   010116,,4
5242,JE-CRC301-FE-171002,C301TI   140028,,6
5243,JE-CRC301-PT-170010,C301TW   140028,,3
5244,JE-CRC301-TE-110080A,C301TE   140028,,1
5245,JE-CRC301-FT-190014,C301TT   140028,,2
5246,JE-CRC301-PI-030506A,C301PT   010346B,,7
5247,JE-CRC301-PSV-180026,C301PT   010346C,,4
5248,JE-CRC301-FT-170005,C301PALL 010346,,2
5249,CRC301-PY-172004,C301PI   010346A,,2
5250,JE-CRC301-UZ-03017,C301PI   010346B,,2
5251,JE-CRC301-AI-190005,C301PI   010346C,,2
5252,JE-CRC301-LT-110001A,C301TW   190011,,2
5253,JE-CRC301-XV-170006,C301TE   190011,,2
5254,JE-CRC301-THS-030076A,C301TT   190011,,2
5255,JE-CRC301-PDG-140101,C301TI   190011,,2
5256,JE-CRC301-XV-040020,C301PT   010349A,,2
5257,JE-CRC301-HS-190003B,C301PT   010349B,,2
5258,CRC301-FO-030138A,C301PT   010349C,,2
5259,JE-CRC301-TI-050048,C301PALL 010349,,2
5260,JE-CRC301-FO-120038,C301PI   010349A,,2
5261,JE-CRC301-TT-090023,C301PI   010349B,,5
5262,JE-CRC301-EZLO-090004B,C301PI   010349C,,2
5263,JE-CRC301-FI-400048,C301PT   010355A,,2
5264,JE-CRC301-VI-020001G3,C301THS  190011,,2
5265,JE-CRC301-PG-090111,C301PT   010355B,,2
5266,JE-CRC301-UZ-05010,C301PT   010355C,,2
5267,JE-CRC301-LDT-Test003A,C301PALL 010355,,2
5268,JE-CRC301-LIC-120008,C301PI   010355A,,2
5269,JE-CRC301-PG-170006,C301PI   010355B,,2
5270,JE-CRC301-PDI-030133,C301PI   010355C,,2
5271,JE-CRC301-TE-080072,C301PT   190024,,1
5272,JE-CRC301-TI-120050,C301PI   190024,,2
5273,JE-CRC301-TT-110024B,C301HV   190003,,5
5274,JE-CRC301-PV-030110,C301HIC  190003,,2
5275,JE-CRC301-FT-172014,C301FT   190010,,2
5276,JE-CRC301-TG-173001,C301FIC  190010,,2
5277,JE-CRC301-HS-080008,C301FV   190010,,2
5278,JE-CRC301-TE-140068,C301FE   190010,,1
5279,JE-CRC301-LDT-080054A,C301TW   190033,,2
5280,JE-CRC301-PDT-050037,C301TE   190033,,2
5281,JE-CRC301-TT-180018,C301TT   190033,,5
5282,JE-CRC301-TV-080006B,C301TIC  190033,,2
5283,JE-CRC301-LT-080047B,C301TV   190033A,,2
5284,JE-CRC301-FE-130019,C301THS  190033,,6
5285,JE-CRC301-PI-030505A,C301FT   190011,,7
5286,JE-CRC301-PI-020001A,C301FIC  190011,,7
5287,JE-CRC301-PT-172005,C301FV   190011,,3
5288,JE-CRC301-M-080009B,C301FE   190011,,2
5289,JE-CRC301-PY-172025AB,C301TY   190033,,2
5290,JE-CRC301-TI-173001BD,C301HS   010117,,2
5291,JE-CRC301-XZLO-170009B,C301PT   010423,,2
5292,JE-CRC301-TI-020024,C301PI   010423,,2
5293,JE-CRC301-HS-171101B,C301PT   010425,,2
5294,JE-CRC301-TG-030017,C301FE   190018,,2
5295,JE-CRC301-XZSO-170009A,C301FT   190018,,2
5296,CRC301-PT-170052A,C301FIC  190018A,,3
5297,JE-CRC301-PSV-190008,C301FV   190018A,,4
5298,JE-CRC301-TT-110075,C301FHS  190018,,5
5299,JE-CRC301-LIC-040005,C301PI   010425,,2
5300,JE-CRC301-PG-080088,C301PT   010427,,2
5301,JE-CRC301-TT-400079,C301PI   010427,,5
5302,CRC301-TT-030178,C301PT   010493,,5
5303,JE-CRC301-PSV-090027A,C301HV   190004,,4
5304,JE-CRC301-PT-020076,C301HIC  190004,,3
5305,JE-CRC301-FV-040006,C301PI   010493,,2
5306,JE-CRC301-PCV-177035,C301PT   010494,,2
5307,JE-CRC301-FO-190023,C301PI   010494,,2
5308,JE-CRC301-FY-130020,C301PT   010495,,2
5309,JE-CRC301-XV-030037,C301PI   190084,,2
5310,JE-CRC301-PDT-060009,C301PT   190084,,2
5311,JE-CRC301-FO-080063,C301PI   010495,,2
5312,JE-CRC301-FE-200021,C301PT   010496,,6
5313,JE-CRC301-VT-020001F,C301PI   010496,,2
5314,JE-CRC301-PG-179026,C301FFY  190011,,2
5315,JE-CRC301-PIC-090030,C301PSV  190026,,2
5316,JE-CRC301-FO-177037,C301PT   010411,,2
5317,JE-CRC301-M-130001A,C301PDT  190096,,2
5318,JE-CRC301-TE-120070C,C301PDI  190096,,1
5319,JE-CRC301-PSV-070003C,C301PI   010411,,4
5320,JE-CRC301-LT-040017A,C301PT   010412,,2
5321,JE-CRC301-LIC-170009,C301PI   010412,,2
5322,JE-CRC301-XZLO-150010A,C301PT   010413,,2
5323,JE-CRC301-LT-173012B,C301PI   010413,,2
5324,JE-CRC301-PG-060026,C301PT   010414,,2
5325,JE-CRC301-PV-200072,C301PI   010414,,2
5326,JE-CRC301-FO-150020,C301PT   010415,,2
5327,JE-CRC301-TE-190080,C301PI   010415,,1
5328,JE-CRC301-XV-120010,C301PT   010416,,2
5329,JE-CRC301-TT-130101B,C301LT   190014A,,5
5330,JE-CRC301-FY-060005,C301LIC  190014,,2
5331,JE-CRC301-TT-200095C,C301LV   190014,,5
5332,JE-CRC301-FV-080011,C301PG   190094,,2
5333,JE-CRC301-LHS-030056,C301LT   190014B,,2
5334,JE-CRC301-TI-060005,C301LHS  190014,,2
5335,JE-CRC301-LIC-130011,C301PI   010416,,2
5336,JE-CRC301-FIC-040002,C301PT   010417,,2
5337,JE-CRC301-TI-177005,C301PI   010417,,2
5338,JE-CRC301-PG-040055,C301PT   010418,,2
5339,JE-CRC301-FT-160025,C301PSV  190095,,2
5340,JE-CRC301-HY-110001,C301PI   010418,,2
5341,JE-CRC301-M-020001F3,C301PT   010419,,2
5342,JE-CRC301-XV-080009,C301PI   010419,,2
5343,JE-CRC301-UZ-17016,C301PT   010420,,2
5344,JE-CRC301-TT-172046C,C301LT   190016A,,5
5345,JE-CRC301-TI-030509A,C301LIC  190016,,2
5346,JE-CRC301-VI-020002D1,C301LV   190016,,2
5347,JE-CRC301-FQI-030091,C301LT   190016B,,2
5348,JE-CRC301-EZLC-030022,C301LHS  190016,,2
5349,JE-CRC301-XZLO-150006A,C301PI   010420,,2
5350,JE-CRC301-PSV-030013B,C301PT   010461,,4
5351,JE-CRC301-PT-190046,C301PI   010461,,3
5352,JE-CRC301-PT-030216,C301HS   010118,,3
5353,JE-CRC301-FIC-150001,C301PT   010462,,2
5354,JE-CRC301-PT-020062,C301PI   010462,,3
5355,JE-CRC301-TI-030504A,C301PT   010463,,2
5356,JE-CRC301-LG-040012,C301HS   010120,,2
5357,JE-CRC301-FO-177133,C301TW   190042,,2
5358,JE-CRC301-UZ-04011,C301TE   190042,,2
5359,JE-CRC301-TI-080117A,C301TT   190042,,2
5360,JE-CRC301-PY-172006B,C301TI   190042,,2
5361,JE-CRC301-TT-200070A,C301PI   010463,,5
5362,JE-CRC301-TT-210011B,C301PT   010464,,5
5363,JE-CRC301-FI-400156,C301PI   010464,,2
5364,JE-CRC301-TE-030077,C301PT   010465,,1
5365,JE-CRC301-LG-090002A,C301PI   010465,,2
5366,CRC301-PT-030760,C301HS   010119,,3
5367,JE-CRC301-PI-030510B,C301PT   010466,,7
5368,JE-CRC301-TI-200063,C301LG   190013,,2
5369,JE-CRC301-PT-030509A,C301PI   010466,,3
5370,JE-CRC301-PSV-090085,C301PT   010467,,4
5371,JE-CRC301-FV-120021,C301LG   190015,,2
5372,JE-CRC301-PI-150073,C301PI   010467,,7
5373,JE-CRC301-FIC-160023,C301PT   190047,,2
5374,JE-CRC301-TI-130111,C301PI   190047,,2
5375,JE-CRC301-TI-172007,C301PT   010468,,2
5376,JE-CRC301-AI-120014,C301HS   010121,,2
5377,JE-CRC301-PI-130099,C301PI   010468,,7
5378,JE-CRC301-PIC-110005,C301PT   010469,,2
5379,JE-CRC301-TI-040812,C301PI   010469,,2
5380,JE-CRC301-TZ-070028,C301PT   010470,,2
5381,JE-CRC301-VI-020001C1,C301PI   010470,,2
5382,JE-CRC301-FO-210010,C301PT   190048,,2
5383,JE-CRC301-PSV-090078,C301PI   190048,,4
5384,JE-CRC301-PDT-020024,C301TW   190018,,2
5385,JE-CRC301-PT-030093A,C301TE   190018,,3
5386,JE-CRC301-FE-400152,C301TT   190018,,6
5387,JE-CRC301-TE-140024,C301TI   190018,,1
5388,JE-CRC301-EV-190021,C301PT   010471,,2
5389,JE-CRC301-FT-160024,C301PI   010471,,2
5390,JE-CRC301-EV-190026,C301PT   010472,,2
5391,JE-CRC301-FI-400045,C301PI   010472,,2
5392,JE-CRC301-XV-172004,C301PT   010473,,2
5393,JE-CRC301-PT-400151,C301PI   010473,,3
5394,JE-CRC301-EV-180002,C301PT   010474,,2
5395,JE-CRC301-PI-120078,C301PI   010474,,7
5396,JE-CRC301-TI-180503A,C301PT   010475,,2
5397,JE-CRC301-UZ-12021,C301PI   010475,,2
5398,JE-CRC301-LG-120019,C301PT   010476,,2
5399,JE-CRC301-LG-120015,C301PI   010476,,2
5400,JE-CRC301-PI-120052,C301PT   010477,,7
5401,JE-CRC301-LIC-090019,C301PI   010477,,2
5402,JE-CRC301-PIC-080070B,C301PT   010478,,2
5403,JE-CRC301-UZ-07004,C301PI   010478,,2
5404,JE-CRC301-PV-170016B,C301PT   010479,,2
5405,JE-CRC301-FT-120020,C301PI   010479,,2
5406,JE-CRC301-FI-190014A,C301PT   010480,,2
5407,JE-CRC301-LIC-050023A,C301PI   010480,,2
5408,JE-CRC301-TT-080089,C301TW   190016,,5
5409,JE-CRC301-LV-190008,C301TE   190016,,2
5410,JE-CRC301-EZSO-090009A,C301TT   190016,,2
5411,JE-CRC301-PSV-150098,C301TI   190016,,4
5412,JE-CRC301-LT-030010A,C301LT   190029,,2
5413,JE-CRC301-VE-160002F2,C301LI   190029,,2
5414,CRC301-AI-120019,C301TW   190017,,2
5415,JE-CRC301-XZLO-150015B,C301TE   190017,,2
5416,JE-CRC301-PDT-150030,C301TT   190017,,2
5417,JE-CRC301-TE-030107,C301TI   190017,,1
5418,JE-CRC301-M-170001B,C301LT   190030,,2
5419,JE-CRC301-M-080003A,C301LI   190030,,2
5420,JE-CRC301-AI-130010,C301PT   010481,,2
5421,JE-CRC301-TI-200037,C301PI   010481,,2
5422,JE-CRC301-FT-080003,C301PT   010482,,2
5423,JE-CRC301-PT-180651A,C301PI   010482,,3
5424,JE-CRC301-HIC-130004,C301PT   010483,,2
5425,JE-CRC301-PSV-080148,C301PI   010483,,4
5426,JE-CRC301-LIC-080018,C301PT   010484,,2
5427,JE-CRC301-TT-020056,C301PG   190097,,5
5428,JE-CRC301-TI-130080A,C301PI   010484,,2
5429,JE-CRC301-FO-140020,C301PT   010485,,2
5430,JE-CRC301-PT-080045A,C301PI   010485,,3
5431,JE-CRC301-TT-090654A,C301PT   010486,,5
5432,JE-CRC301-TI-020064,C301FO   190045,,2
5433,JE-CRC301-PDT-020123,C301PT   190042,,2
5434,JE-CRC301-PI-110022,C301PIC  190042,,7
5435,JE-CRC301-TI-050036,C301PV   190042,,2
5436,JE-CRC301-PDI-200100,C301PI   010486,,2
5437,JE-CRC301-TG-120064,C301PT   010487,,2
5438,JE-CRC301-TE-175004,C301PI   010487,,1
5439,JE-CRC301-PT-070019,C301PT   010488,,3
5440,JE-CRC301-HS-110003B,C301PI   010488,,2
5441,JE-CRC301-FO-170011,C301PT   010489,,2
5442,JE-CRC301-FI-400151,C301PI   010489,,2
5443,JE-CRC301-TI-130091A,C301PT   010490,,2
5444,JE-CRC301-PI-180505A,C301PI   010490,,7
5445,JE-CRC301-LHS-050015,C301FE   190019,,2
5446,JE-CRC301-FHS-140008B,C301FT   190019,,2
5447,JE-CRC301-TT-210004,C301FI   190019A,,5
5448,JE-CRC301-FE-030091,C301PT   190046,,6
5449,JE-CRC301-FE-020004,C301PIC  190046,,6
5450,JE-CRC301-PSV-020060,C301FO   190043,,4
5451,JE-CRC301-FV-180001,C301PG   190099,,2
5452,JE-CRC301-XY-190011S2,C301PT   010402,,2
5453,JE-CRC301-LT-030021B,C301PIC  010402A,,2
5454,JE-CRC301-PSV-080129,C301PT   010401A,,4
5455,JE-CRC301-LG-050020,C301PT   010401B,,2
5456,JE-CRC301-TE-172026,C301PT   010401C,,1
5457,JE-CRC301-PDI-120115,C301PALL 010401,,2
5458,JE-CRC301-TI-090017,C301PI   010401A,,2
5459,JE-CRC301-FY-110004,C301PI   010401B,,2
5460,JE-CRC301-TT-160008C,C301PI   010401C,,5
5461,JE-CRC301-TT-040086B,C301ML   190005,,5
5462,JE-CRC301-FIC-080021,C301MA   190005,,2
5463,JE-CRC301-FT-110019C,C301PT   010432,,2
5464,JE-CRC301-FE-030004,C301TY   010141,,6
5465,JE-CRC301-TI-020071,C301PI   010432,,2
5466,JE-CRC301-FT-120022,C301PT   010434,,2
5467,JE-CRC301-TE-080078,C301TG   190015,,1
5468,JE-CRC301-TT-190043,C301PI   010434,,5
5469,JE-CRC301-TT-080180,C301TY   010142,,5
5470,JE-CRC301-XZLO-110007,C301TY   010143,,2
5471,JE-CRC301-PDI-210023,C301PT   010429A,,2
5472,JE-CRC301-PDT-080090,C301TY   010144,,2
5473,JE-CRC301-TT-173001BI,C301PT   010429B,,5
5474,JE-CRC301-LIC-190010A,C301PT   010429C,,2
5475,JE-CRC301-AT-140001,C301PAHH 010429,,2
5476,JE-CRC301-PG-080094,C301PI   010429A,,2
5477,JE-CRC301-LG-175006,C301PI   010429B,,2
5478,JE-CRC301-LI-150024B,C301PI   010429C,,2
5479,JE-CRC301-TE-090018,C301PI   010429,,1
5480,JE-CRC301-PI-110019,C301AE   190006,,7
5481,JE-CRC301-PV-172013,C301TI   010193,,2
5482,JE-CRC301-TT-172046A,C301TT   010193,,5
5483,JE-CRC301-FI-090501A,C301TW   010193,,2
5484,JE-CRC301-TT-020005AG,C301TE   010193,,5
5485,JE-CRC301-PT-090098,C301PT   010442A,,3
5486,JE-CRC301-TE-110072,C301TI   010194,,1
5487,JE-CRC301-PDT-080061,C301PT   010442B,,2
5488,JE-CRC301-LIC-040021,C301TT   010194,,2
5489,JE-CRC301-PG-030177,C301TW   010194,,2
5490,JE-CRC301-TIC-020016,C301PT   010442C,,2
5491,JE-CRC301-FO-210007,C301TE   010194,,2
5492,JE-CRC301-FT-030058,C301PDALL010443,,2
5493,JE-CRC301-VE-020001D3,C301TE   010195,,2
5494,JE-CRC301-PDI-080033,C301PI   010442A,,2
5495,JE-CRC301-AE-130010,C301PI   010442B,,2
5496,JE-CRC301-AE-140003,C301TW   010195,,2
5497,JE-CRC301-TIC-030047,C301AT   190006A,,2
5498,JE-CRC301-XZLO-150003B,C301PI   010442C,,2
5499,JE-CRC301-TE-040007,C301TI   010195,,1
5500,JE-CRC301-EV-110025,C301PI   010442,,2
5501,JE-CRC301-LT-140011A,C301TT   010195,,2
